SEASON_ID,PLAYER_ID,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,E_NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
22024,1627780,0022400019,"NOV 15, 2024",GSW vs. MEM,W,11,1,2,0.5,0,1,0.0,0,0,0.0,1,2,3,0,1,0,2,0,2,-6,92.3,94.5,115.4,112.6,-23.1,-18.1,0.0,0.0,0.0,0.071,0.182,0.12,50.0,0.5,0.5,0.133,0.136,117.46,117.37,97.81,26,0.056
22024,1627780,0022400007,"NOV 12, 2024",GSW vs. DAL,W,7,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,4,116.7,133.2,94.4,94.7,22.2,38.6,0.0,0.0,0.0,0.0,0.1,0.048,0.0,0.0,0.0,0.05,0.056,108.12,115.43,96.19,18,0.0
22024,1627780,0022400207,"NOV 10, 2024",GSW @ OKC,W,12,3,3,1.0,0,0,0.0,1,2,0.5,1,0,1,1,0,0,1,5,7,2,133.3,149.5,136.0,135.6,-2.7,13.9,0.091,1.0,16.7,0.083,0.0,0.042,16.7,1.0,0.902,0.147,0.166,96.05,101.6,84.67,27,0.023
22024,1627780,0022400188,"NOV 08, 2024",GSW @ CLE,L,10,4,4,1.0,0,0,0.0,0,1,0.0,1,1,2,1,0,1,0,2,8,-9,120.0,112.6,157.1,149.5,-37.1,-36.9,0.167,0.0,20.0,0.091,0.125,0.105,0.0,1.0,0.901,0.174,0.164,106.29,100.41,83.67,20,0.137
22024,1627780,0022400172,"NOV 06, 2024",GSW @ BOS,W,18,3,4,0.75,0,1,0.0,0,1,0.0,2,1,3,1,1,2,2,2,6,7,113.2,114.7,92.3,88.6,20.9,26.1,0.1,0.5,14.3,0.105,0.045,0.073,28.6,0.75,0.676,0.136,0.138,102.39,100.92,84.1,38,0.083
22024,1627780,0022400155,"NOV 04, 2024",GSW @ WAS,W,16,3,3,1.0,0,0,0.0,0,0,0.0,1,2,3,3,0,0,1,2,6,4,111.1,111.2,94.7,90.4,16.4,20.9,0.231,3.0,42.9,0.053,0.087,0.071,14.3,1.0,1.0,0.1,0.1,110.94,108.3,90.25,36,0.111
22024,1627780,0022400144,"NOV 02, 2024",GSW @ HOU,W,11,1,2,0.5,1,1,1.0,0,0,0.0,0,1,1,0,1,0,0,2,3,-2,116.0,142.2,129.2,124.2,-13.2,18.0,0.0,0.0,0.0,0.0,0.1,0.053,0.0,0.75,0.75,0.074,0.089,102.98,111.24,92.7,25,0.038
22024,1627780,0022400126,"OCT 30, 2024",GSW vs. NOP,W,7,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,2,0,0,1,2,0,-5,84.6,91.7,106.7,112.7,-22.1,-21.0,0.4,2.0,66.7,0.2,0.0,0.067,33.3,0.0,0.0,0.067,0.071,85.94,91.85,76.54,13,-0.022
22024,1627780,0022400116,"OCT 29, 2024",GSW vs. NOP,W,8,3,5,0.6,1,2,0.5,0,0,0.0,1,0,1,0,0,1,1,0,7,-3,76.5,81.3,88.9,87.9,-12.4,-6.7,0.0,0.0,0.0,0.077,0.0,0.048,16.7,0.7,0.7,0.273,0.3,101.84,104.22,86.85,17,0.233
22024,1627780,0022400101,"OCT 27, 2024",GSW vs. LAC,L,14,2,5,0.4,0,1,0.0,2,2,1.0,2,1,3,0,0,0,0,1,6,-3,89.3,93.8,100.0,99.3,-10.7,-5.4,0.0,0.0,0.0,0.143,0.071,0.107,0.0,0.4,0.51,0.194,0.209,97.13,99.19,82.66,28,0.089
